#chromosome	start	end	length
13	32720033	32979915	259882
13	32979916	33632684	652768
13	33632685	33688647	55962
13	33688648	35730030	2041382
13	35730031	35739496	9465
13	35739497	36240025	500528
13	36240026	37019756	779730
13	37019757	37580022	560265
13	37580023	37599724	19701
13	37599725	38151620	551895
13	38151621	38159967	8346
13	38159968	39260832	1100864
13	39260833	39618536	357703
13	39618537	41129999	1511462
13	41130000	41139733	9733
13	41139734	42261046	1121312
13	42261047	42269504	8457
13	42269505	42780010	510505
13	42780011	43469583	689572
13	43469584	44450669	981085
13	44450670	44469977	19307
13	44469978	46530280	2060302
13	46530281	46729534	199253
13	46729535	47350045	620510
13	47350046	47358691	8645
13	47358692	49050660	1691968
13	49050661	49058822	8161
13	49058823	49770505	711682
13	49770506	50209294	438788
13	50209295	51590027	1380732
13	51590028	51599643	9615
13	51599644	52330195	730551
13	52330196	52989863	659667
13	52989864	61981126	8991262
13	61981127	61989965	8838
13	61989966	73330021	11340055
13	73330022	73357976	27954
13	73357977	74260028	902051
13	74260029	74269827	9798
13	74269828	75860034	1590206
13	75860035	75869315	9280
13	75869316	76370053	500737
13	76370054	76419608	49554
13	76419609	77451080	1031471
13	77451081	77759918	308837
13	77759919	78470076	710157
13	78470077	78478442	8365
13	78478443	79170530	692087
13	79170531	79179626	9095
13	79179627	79940064	760437
13	79940065	80129822	189757
13	80129823	84450902	4321079
13	84450903	84459545	8642
13	84459546	95050221	10590675
13	95050222	95288375	238153
13	95288376	96230159	941783
13	96230160	96419688	189528
13	96419689	98660371	2240682
13	98660372	99539298	878926
13	99539299	100190042	650743
13	100190043	100199445	9402
13	100199446	101760013	1560567
13	101760014	101769546	9532
13	101769547	102371927	602380
13	102371928	102379295	7367
13	102379296	103280072	900776
13	103280073	103529562	249489
13	103529563	107140606	3611043
13	107140607	107148416	7809
13	107148417	108860054	1711637
13	108860055	108889604	29549
13	108889605	110430411	1540806
13	110430412	111368500	938088
13	111368501	111940252	571751
13	111940253	111948747	8494
13	111948748	113470053	1521305
13	113470054	Inf	Inf
14	-Inf	20948706	Inf
14	20948707	21460001	511294
14	21460002	21999844	539842
14	21999845	22930021	930176
14	22930022	24979960	2049938
14	24979961	31341942	6361981
14	31341943	31819982	478039
14	31819983	33290006	1470023
14	33290007	33299943	9936
14	33299944	34391887	1091943
14	34391888	34398849	6961
14	34398850	35590783	1191933
14	35590784	35599947	9163
14	35599948	36330155	730207
14	36330156	37149987	819831
14	37149988	38011393	861405
14	38011394	38019750	8356
14	38019751	39641223	1621472
14	39641224	39649981	8757
14	39649982	45370039	5720057
14	45370040	45609983	239943
14	45609984	50190417	4580433
14	50190418	51449975	1259557
14	51449976	52190033	740057
14	52190034	52479571	289537
14	52479572	53100126	620554
14	53100127	53348749	248622
14	53348750	54880215	1531465
14	54880216	56149955	1269739
14	56149956	56760020	610064
14	56760021	57117445	357424
14	57117446	58030233	912787
14	58030234	58039734	9500
14	58039735	59830171	1790436
14	59830172	60078861	248689
14	60078862	60580285	501423
14	60580286	61919901	1339615
14	61919902	62541644	621742
14	62541645	62549004	7359
14	62549005	64460984	1911979
14	64460985	65479671	1018686
14	65479672	67840394	2360722
14	67840395	68269202	428807
14	68269203	69250426	981223
14	69250427	70519150	1268723
14	70519151	71190128	670977
14	71190129	71579946	389817
14	71579947	72199999	620052
14	72200000	72209505	9505
14	72209506	73001800	792294
14	73001801	75579889	2578088
14	75579890	76100000	520110
14	76100001	76679875	579874
14	76679876	77240017	560141
14	77240018	78399987	1159969
14	78399988	80662456	2262468
14	80662457	80669941	7484
14	80669942	81640934	970992
14	81640935	81959036	318101
14	81959037	86090087	4131050
14	86090088	86099597	9509
14	86099598	88450336	2350738
14	88450337	89089239	638902
14	89089240	90430130	1340890
14	90430131	90879980	449849
14	90879981	91770006	890025
14	91770007	91809870	39863
14	91809871	92950023	1140152
14	92950024	95689996	2739972
14	95689997	96550181	860184
14	96550182	96799849	249667
14	96799850	99630154	2830304
14	99630155	Inf	Inf
15	-Inf	23049618	Inf
15	23049619	24920042	1870423
15	24920043	25969509	1049466
15	25969510	27770646	1801136
15	27770647	27779333	8686
15	27779334	28510459	731125
15	28510460	28519853	9393
15	28519854	29410033	890179
15	29410034	29419116	9082
15	29419117	30000080	580963
15	30000081	30009508	9427
15	30009509	31210209	1200700
15	31210210	31669940	459730
15	31669941	33060039	1390098
15	33060040	35089376	2029336
15	35089377	37180026	2090649
15	37180027	37189923	9896
15	37189924	38230097	1040173
15	38230098	38808865	578767
15	38808866	39870676	1061810
15	39870677	44169834	4299157
15	44169835	44850048	680213
15	44850049	45779906	929857
15	45779907	48050361	2270454
15	48050362	49309727	1259365
15	49309728	50540341	1230613
15	50540342	50839018	298676
15	50839019	51500281	661262
15	51500282	52609498	1109216
15	52609499	53990640	1381141
15	53990641	54009074	18433
15	54009075	55831062	1821987
15	55831063	56999779	1168716
15	56999780	57830146	830366
15	57830147	58259939	429792
15	58259940	58830511	570571
15	58830512	59389711	559199
15	59389712	60740009	1350297
15	60740010	60789844	49834
15	60789845	62140188	1350343
15	62140189	62259934	119745
15	62259935	62930173	670238
15	62930174	64459839	1529665
15	64459840	64970129	510289
15	64970130	66209368	1239238
15	66209369	66781152	571783
15	66781153	66859589	78436
15	66859590	67480040	620450
15	67480041	67489917	9876
15	67489918	68110001	620083
15	68110002	68619899	509897
15	68619900	69320371	700471
15	69320372	69739908	419536
15	69739909	70340020	600111
15	70340021	70359978	19957
15	70359979	71120442	760463
15	71120443	71199621	79178
15	71199622	72070004	870382
15	72070005	73029971	959966
15	73029972	73590525	560553
15	73590526	75958768	2368242
15	75958769	77320020	1361251
15	77320021	77779980	459959
15	77779981	78390223	610242
15	78390224	79767205	1376981
15	79767206	80460126	692920
15	80460127	81639606	1179479
15	81639607	82330862	691255
15	82330863	82339907	9044
15	82339908	83330385	990477
15	83330386	83939887	609501
15	83939888	84700041	760153
15	84700042	84709472	9430
15	84709473	85340199	630726
15	85340200	86289958	949758
15	86289959	86800006	510047
15	86800007	86809988	9981
15	86809989	88400247	1590258
15	88400248	88419999	19751
15	88420000	89010043	590043
15	89010044	91839950	2829906
15	91839951	93010024	1170073
15	93010025	93569983	559958
15	93569984	94881215	1311231
15	94881216	94888574	7358
15	94888575	98511114	3622539
15	98511115	98518723	7608
15	98518724	99500015	981291
15	99500016	99679977	179961
15	99679978	100250639	570661
15	100250640	100259780	9140
15	100259781	101430156	1170375
15	101430157	Inf	Inf
16	-Inf	5069355	Inf
16	5069356	8730036	3660680
16	8730037	9219187	489150
16	9219188	9850019	630831
16	9850020	9859957	9937
16	9859958	10860231	1000273
16	10860232	11969916	1109684
16	11969917	12660025	690108
16	12660026	12669993	9967
16	12669994	14350238	1680244
16	14350239	14359759	9520
16	14359760	15120060	760300
16	15120061	15139855	19794
16	15139856	15680155	540299
16	15680156	16259870	579714
16	16259871	17190039	930168
16	17190040	17199862	9822
16	17199863	18810010	1610147
16	18810011	19729974	919963
16	19729975	20320549	590574
16	20320550	21219804	899254
16	21219805	22130037	910232
16	22130038	22339939	209901
16	22339940	23070045	730105
16	23070046	23718700	648654
16	23718701	24220601	501900
16	24220602	25259259	1038657
16	25259260	27220575	1961315
16	27220576	28999794	1779218
16	28999795	29670027	670232
16	29670028	31509472	1839444
16	31509473	46690116	15180643
16	46690117	47119948	429831
16	47119949	47694037	574088
16	47694038	48579951	885913
16	48579952	49520764	940812
16	49520765	49529023	8258
16	49529024	50320199	791175
16	50320200	51179086	858886
16	51179087	53630758	2451671
16	53630759	53639815	9056
16	53639816	54150034	510218
16	54150035	54159918	9883
16	54159919	55512156	1352237
16	55512157	55739773	227616
16	55739774	56370119	630345
16	56370120	58709875	2339755
16	58709876	61680040	2970164
16	61680041	61689869	9828
16	61689870	66420334	4730464
16	66420335	72159877	5739542
16	72159878	72820037	660159
16	72820038	72829996	9958
16	72829997	74330260	1500263
16	74330261	74509457	179196
16	74509458	75140011	630553
16	75140012	75669964	529952
16	75669965	77220705	1550740
16	77220706	77249997	29291
16	77249998	79630030	2380032
16	79630031	79639404	9373
16	79639405	81410016	1770611
16	81410017	81969982	559965
16	81969983	84100008	2130025
16	84100009	85129495	1029486
16	85129496	85690005	560509
16	85690006	85949735	259729
16	85949736	86580053	630317
16	86580054	86589511	9457
16	86589512	87360027	770515
16	87360028	87449298	89270
16	87449299	88490289	1040990
16	88490290	Inf	Inf
17	-Inf	5378957	Inf
17	5378958	6020797	641839
17	6020798	6359202	338404
17	6359203	6900075	540872
17	6900076	8799697	1899621
17	8799698	9760425	960727
17	9760426	10549500	789074
17	10549501	11460601	911100
17	11460602	11469869	9267
17	11469870	12660911	1191041
17	12660912	12919874	258962
17	12919875	15930018	3010143
17	15930019	16349979	419960
17	16349980	17090074	740094
17	17090075	18239802	1149727
17	18239803	19231897	992094
17	19231898	19649477	417579
17	19649478	20900034	1250556
17	20900035	21438675	538640
17	21438676	25630197	4191521
17	25630198	26109674	479476
17	26109675	26650044	540369
17	26650045	30819975	4169930
17	30819976	31340000	520024
17	31340001	31359480	19479
17	31359481	32680083	1320602
17	32680084	34317237	1637153
17	34317238	34850083	532845
17	34850084	35939937	1089853
17	35939938	36480984	541046
17	36480985	39119992	2639007
17	39119993	39640762	520769
17	39640763	43489889	3849126
17	43489890	44050185	560295
17	44050186	44109932	59746
17	44109933	45000291	890358
17	45000292	49239902	4239610
17	49239903	54960450	5720547
17	54960451	55199002	238551
17	55199003	55750452	551449
17	55750453	56609579	859126
17	56609580	57750742	1141162
17	57750743	58529556	778813
17	58529557	59480290	950733
17	59480291	60029977	549686
17	60029978	60750360	720382
17	60750361	60759952	9591
17	60759953	61490195	730242
17	61490196	62529700	1039504
17	62529701	63530109	1000408
17	63530110	63539884	9774
17	63539885	64730006	1190121
17	64730007	65148479	418472
17	65148480	65940059	791579
17	65940060	65949640	9580
17	65949641	66520027	570386
17	66520028	67519958	999930
17	67519959	68170001	650042
17	68170002	68179474	9472
17	68179475	71190379	3010904
17	71190380	71419958	229578
17	71419959	72240126	820167
17	72240127	75489489	3249362
17	75489490	76100010	610520
17	76100011	77099763	999752
17	77099764	77750314	650550
17	77750315	Inf	Inf
18	-Inf	909960	Inf
18	909961	2570845	1660884
18	2570846	2929779	358933
18	2929780	3450203	520423
18	3450204	3459975	9771
18	3459976	5290099	1830123
18	5290100	5399554	109454
18	5399555	6950628	1551073
18	6950629	6979979	29350
18	6979980	8630972	1650992
18	8630973	9259140	628167
18	9259141	9950066	690925
18	9950067	9959882	9815
18	9959883	10690678	730795
18	10690679	10699935	9256
18	10699936	11880722	1180786
18	11880723	11889980	9257
18	11889981	12980723	1090742
18	12980724	13059875	79151
18	13059876	13640395	580519
18	13640396	13769215	128819
18	13769216	19442481	5673265
18	19442482	19449938	7456
18	19449939	21110011	1660072
18	21110012	21749892	639880
18	21749893	24430072	2680179
18	24430073	24439749	9676
18	24439750	28710021	4270271
18	28710022	29209944	499922
18	29209945	29780695	570750
18	29780696	29849956	69260
18	29849957	30350020	500063
18	30350021	30356477	6456
18	30356478	31320068	963590
18	31320069	31329947	9878
18	31329948	32390479	1060531
18	32390480	32919934	529454
18	32919935	33551921	631986
18	33551922	33759575	207653
18	33759576	34370502	610926
18	34370503	34379771	9268
18	34379772	39600316	5220544
18	39600317	39668531	68214
18	39668532	40850059	1181527
18	40850060	40859215	9155
18	40859216	42642906	1783690
18	42642907	42649732	6825
18	42649733	43240416	590683
18	43240417	44269606	1029189
18	44269607	44770963	501356
18	44770964	44778908	7944
18	44778909	45360011	581102
18	45360012	45559986	199974
18	45559987	46380090	820103
18	46380091	46389979	9888
18	46389980	47790523	1400543
18	47790524	48609968	819444
18	48609969	51052849	2442880
18	51052850	51059986	7136
18	51059987	51820034	760047
18	51820035	51889996	69961
18	51889997	52550186	660189
18	52550187	52899946	349759
18	52899947	54692983	1793036
18	54692984	55279925	586941
18	55279926	56030316	750390
18	56030317	56419973	389656
18	56419974	59821711	3401737
18	59821712	60246830	425118
18	60246831	60790239	543408
18	60790240	61659947	869707
18	61659948	65170536	3510588
18	65170537	65179998	9461
18	65179999	66340898	1160899
18	66340899	66349944	9045
18	66349945	67510112	1160167
18	67510113	67869476	359363
18	67869477	71790382	3920905
18	71790383	72349982	559599
18	72349983	72910050	560067
18	72910051	73129925	219874
18	73129926	74070018	940092
18	74070019	74077579	7560
18	74077580	74620095	542515
18	74620096	74729594	109498
18	74729595	76751719	2022124
18	76751720	Inf	Inf
19	-Inf	11669559	Inf
19	11669560	12250130	580570
19	12250131	12258854	8723
19	12258855	12770945	512090
19	12770946	13269981	499035
19	13269982	13870013	600031
19	13870014	15569855	1699841
19	15569856	16510378	940522
19	16510379	19779885	3269506
19	19779886	22780065	3000179
19	22780066	22789941	9875
19	22789942	30100734	7310792
19	30100735	30109590	8855
19	30109591	32842379	2732788
19	32842380	34309554	1467174
19	34309555	34840036	530481
19	34840037	37039266	2199229
19	37039267	38050006	1010739
19	38050007	43019445	4969438
19	43019446	44000154	980708
19	44000155	48049482	4049327
19	48049483	48630114	580631
19	48630115	52729981	4099866
19	52729982	53740110	1010128
19	53740111	53749298	9187
19	53749299	54370388	621089
19	54370389	54979520	609131
19	54979521	55590062	610541
19	55590063	56209659	619596
19	56209660	56950582	740922
19	56950583	Inf	Inf
20	-Inf	1459976	Inf
20	1459977	2120085	660108
20	2120086	3849704	1729618
20	3849705	4760655	910950
20	4760656	5178690	418034
20	5178691	5920017	741326
20	5920018	6019825	99807
20	6019826	10030030	4010204
20	10030031	10039857	9826
20	10039858	10620002	580144
20	10620003	10639841	19838
20	10639842	11900024	1260182
20	11900025	11909987	9962
20	11909988	13760486	1850498
20	13760487	13769972	9485
20	13769973	14300180	530207
20	14300181	14309967	9786
20	14309968	17590364	3280396
20	17590365	17609945	19580
20	17609946	18370107	760161
20	18370108	18379316	9208
20	18379317	20012969	1633652
20	20012970	20379834	366864
20	20379835	22560214	2180379
20	22560215	23359916	799701
20	23359917	24940029	1580112
20	24940030	25289996	349966
20	25289997	30380001	5090004
20	30380002	34809855	4429853
20	34809856	35400028	590172
20	35400029	36149958	749929
20	36149959	36760301	610342
20	36760302	37659733	899431
20	37659734	39720483	2060749
20	39720484	40129277	408793
20	40129278	40701180	571902
20	40701181	40749175	47994
20	40749176	42160121	1410945
20	42160122	45318633	3158511
20	45318634	45910193	591559
20	45910194	46289963	379769
20	46289964	47240130	950166
20	47240131	48529876	1289745
20	48529877	49190798	660921
20	49190799	50219912	1029113
20	50219913	50770004	550091
20	50770005	50779840	9835
20	50779841	52103069	1323228
20	52103070	52109823	6753
20	52109824	52770175	660351
20	52770176	52789885	19709
20	52789886	55910365	3120479
20	55910366	56229919	319553
20	56229920	56810139	580219
20	56810140	57839719	1029579
20	57839720	58510686	670966
20	58510687	58578123	67436
20	58578124	60500802	1922678
20	60500803	Inf	Inf
21	-Inf	16339978	Inf
21	16339979	17190869	850890
21	17190870	17199793	8923
21	17199794	19160043	1960249
21	19160044	19169553	9509
21	19169554	22910025	3740471
21	22910026	22915576	5550
21	22915577	27080432	4164855
21	27080433	27089998	9565
21	27089999	28210029	1120030
21	28210030	28309523	99493
21	28309524	30250326	1940802
21	30250327	30718588	468261
21	30718589	32490061	1771472
21	32490062	32499986	9924
21	32499987	33060666	560679
21	33060667	34019201	958534
21	34019202	34611317	592115
21	34611318	36168788	1557470
21	36168789	37410204	1241415
21	37410205	38129985	719780
21	38129986	40190404	2060418
21	40190405	40649965	459560
21	40649966	41450484	800518
21	41450485	41459770	9285
21	41459771	42770512	1310741
21	42770513	Inf	Inf
22	-Inf	17629807	Inf
22	17629808	18360914	731106
22	18360915	18389748	28833
22	18389749	19020788	631039
22	19020789	20119932	1099143
22	20119933	21150145	1030212
22	21150146	22329983	1179837
22	22329984	22890022	560038
22	22890023	22899944	9921
22	22899945	23500050	600105
22	23500051	25599992	2099941
22	25599993	26120195	520202
22	26120196	27019951	899755
22	27019952	28190730	1170778
22	28190731	28499244	308513
22	28499245	29130211	630966
22	29130212	32019987	2889775
22	32019988	32620049	600061
22	32620050	33259762	639712
22	33259763	35480011	2220248
22	35480012	36139980	659968
22	36139981	36680109	540128
22	36680110	39269721	2589611
22	39269722	39770117	500395
22	39770118	43019965	3249847
22	43019966	43560060	540094
22	43560061	43619896	59835
22	43619897	44280056	660159
22	44280057	45929868	1649811
22	45929869	46500617	570748
22	46500618	47078951	578333
22	47078952	50210020	3131068
22	50210021	Inf	Inf
23	-Inf	2779935	Inf
23	2779936	9680035	6900099
23	9680036	10418016	737980
23	10418017	11130184	712167
23	11130185	11139974	9789
23	11139975	11780277	640302
23	11780278	11787608	7330
23	11787609	12730781	943172
23	12730782	12909332	178550
23	12909333	13770563	861230
23	13770564	13799878	29314
23	13799879	14930381	1130502
23	14930382	14939566	9184
23	14939567	15560062	620495
23	15560063	15809506	249443
23	15809507	17740098	1930591
23	17740099	17758321	18222
23	17758322	18660120	901798
23	18660121	19379966	719845
23	19379967	20021836	641869
23	20021837	20179913	158076
23	20179914	21670367	1490453
23	21670368	21676471	6103
23	21676472	22263309	586837
23	22263310	22269724	6414
23	22269725	23410464	1140739
23	23410465	23419968	9503
23	23419969	24001967	581998
23	24001968	24009592	7624
23	24009593	24750043	740450
23	24750044	24759992	9948
23	24759993	30260014	5500021
23	30260015	30269887	9872
23	30269888	30845430	575542
23	30845431	30849854	4423
23	30849855	37310338	6460483
23	37310339	37988257	677918
23	37988258	39930200	1941942
23	39930201	39939127	8926
23	39939128	41200676	1261548
23	41200677	41379976	179299
23	41379977	46912332	5532355
23	46912333	47779480	867147
23	47779481	48331035	551554
23	48331036	49109907	778871
23	49109908	49642956	533048
23	49642957	50137909	494952
23	50137910	53100810	2962900
23	53100811	55049993	1949182
23	55049994	63404184	8354190
23	63404185	63409913	5728
23	63409914	64721475	1311561
23	64721476	65489104	767628
23	65489105	66941545	1452440
23	66941546	66949722	8176
23	66949723	67750444	800721
23	67750445	68387554	637109
23	68387555	69250100	862545
23	69250101	70779930	1529829
23	70779931	71350132	570201
23	71350133	71428409	78276
23	71428410	73040018	1611608
23	73040019	73069854	29835
23	73069855	73740501	670646
23	73740502	73968673	228171
23	73968674	75390986	1422312
23	75390987	75399261	8274
23	75399262	77380076	1980814
23	77380077	77389025	8948
23	77389026	79930050	2541024
23	79930051	79949984	19933
23	79949985	86082218	6132233
23	86082219	86088766	6547
23	86088767	96850687	10761920
23	96850688	96859994	9306
23	96859995	99660565	2800570
23	99660566	100809356	1148790
23	100809357	101852919	1043562
23	101852920	102339854	486934
23	102339855	102970370	630515
23	102970371	103439966	469595
23	103439967	105190199	1750232
23	105190200	105199964	9764
23	105199965	106840453	1640488
23	106840454	106848578	8124
23	106848579	107392436	543857
23	107392437	107979979	587542
23	107979980	108780173	800193
23	108780174	108788018	7844
23	108788019	109411574	623555
23	109411575	109699539	287964
23	109699540	110490187	790647
23	110490188	110548166	57978
23	110548167	114880278	4332111
23	114880279	114889903	9624
23	114889904	117770146	2880242
23	117770147	118979522	1209375
23	118979523	119570219	590696
23	119570220	119579927	9707
23	119579928	122752947	3173019
23	122752948	122759735	6787
23	122759736	123510247	750511
23	123510248	123519951	9703
23	123519952	128690831	5170879
23	128690832	129159392	468560
23	129159393	130212494	1053101
23	130212495	130419986	207491
23	130419987	131210251	790264
23	131210252	131518949	308697
23	131518950	132431265	912315
23	132431266	132439966	8700
23	132439967	134420006	1980039
23	134420007	134429789	9782
23	134429790	135121937	692147
23	135121938	135767859	645921
23	135767860	140991144	5223284
23	140991145	140997139	5994
23	140997140	142710519	1713379
23	142710520	142718960	8440
23	142718961	144900053	2181092
23	144900054	144909779	9725
23	144909780	147010080	2100300
23	147010081	147019774	9693
23	147019775	148072043	1052268
23	148072044	148079997	7953
23	148079998	149930431	1850433
23	149930432	149939994	9562
23	149939995	150870083	930088
23	150870084	151129822	259738
23	151129823	151811253	681430
23	151811254	Inf	Inf
